game_id,team,App,R,IP,AB,CG,H,H,2B,R,ER,PO,3B,TB,BB,SO,HR,RBI,SHO,BB,BF,TC,A,HBP,P-OAB,SF,2B-A,SH,3B-A,Bk,K,HR-A,OPP DP,CS,WP,Picked,HB,IBB,SB,Inh Run,Inh Run Score,IBB,SHA,SFA,Pitches,GDP,GO,FO,W,E,L,RBI2out,SV,KL,CI,PB,SBA,CSB,ADV,IDP,TP,RFC,RERR,RCI,CSO,LOB,pickoffs,OrdAppeared,,opponent,home,date
6437831,Grand Canyon,0.0,0.0,8.0,32.0,0.0,6.0,7.0,0.0,3.0,1.0,24.0,0.0,7.0,1.0,11.0,0.0,0.0,0.0,4.0,33.0,32.0,7.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,,UC Irvine,False,2026-02-24
6437831,UC Irvine,0.0,3.0,9.0,30.0,0.0,7.0,6.0,1.0,0.0,0.0,27.0,0.0,7.0,4.0,11.0,0.0,2.0,1.0,1.0,37.0,34.0,7.0,1.0,32.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,,Grand Canyon,True,2026-02-24
6437832,Grand Canyon,0.0,9.0,10.0,37.0,0.0,6.0,12.0,3.0,4.0,4.0,30.0,0.0,18.0,10.0,10.0,1.0,8.0,0.0,7.0,46.0,42.0,12.0,2.0,32.0,1.0,1.0,2.0,1.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,UC Irvine,False,2026-02-25
6437832,UC Irvine,0.0,4.0,10.0,32.0,0.0,12.0,6.0,1.0,9.0,8.0,30.0,1.0,9.0,7.0,10.0,0.0,4.0,0.0,10.0,49.0,40.0,9.0,3.0,37.0,1.0,3.0,0.0,0.0,1.0,10.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,,Grand Canyon,True,2026-02-25
6437833,UC Irvine,0.0,4.0,8.0,34.0,0.0,8.0,8.0,4.0,6.0,6.0,24.0,0.0,15.0,4.0,5.0,1.0,3.0,0.0,3.0,35.0,36.0,11.0,3.0,28.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,,Southern California,False,2026-03-03
6437833,Southern California,0.0,6.0,9.0,28.0,0.0,8.0,8.0,1.0,4.0,4.0,27.0,1.0,17.0,3.0,10.0,2.0,6.0,0.0,4.0,40.0,34.0,7.0,0.0,34.0,1.0,4.0,2.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,UC Irvine,True,2026-03-03
6437834,CSUN,0.0,5.0,9.0,35.0,0.0,9.0,8.0,3.0,4.0,4.0,27.0,0.0,11.0,3.0,12.0,0.0,3.0,0.0,2.0,39.0,39.0,12.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,,UC Irvine,False,2026-03-06
6437834,UC Irvine,0.0,4.0,9.0,31.0,0.0,8.0,9.0,0.0,5.0,2.0,27.0,0.0,9.0,2.0,13.0,0.0,4.0,0.0,3.0,38.0,36.0,8.0,3.0,35.0,2.0,3.0,0.0,0.0,0.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,,CSUN,True,2026-03-06
6437835,CSUN,0.0,2.0,8.0,28.0,0.0,8.0,5.0,0.0,4.0,4.0,24.0,0.0,5.0,1.0,8.0,0.0,2.0,0.0,3.0,37.0,35.0,11.0,1.0,31.0,1.0,1.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,,UC Irvine,False,2026-03-07
6437835,UC Irvine,0.0,4.0,9.0,31.0,0.0,5.0,8.0,1.0,2.0,1.0,27.0,0.0,9.0,3.0,10.0,0.0,3.0,0.0,1.0,36.0,35.0,6.0,4.0,28.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,9.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,,CSUN,True,2026-03-07
6437836,CSUN,0.0,9.0,9.0,33.0,0.0,8.0,12.0,1.0,2.0,2.0,27.0,1.0,15.0,5.0,7.0,0.0,9.0,0.0,2.0,38.0,40.0,13.0,3.0,32.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,,UC Irvine,False,2026-03-08
6437836,UC Irvine,0.0,2.0,9.0,32.0,0.0,12.0,8.0,0.0,9.0,9.0,27.0,0.0,8.0,2.0,7.0,0.0,2.0,0.0,5.0,41.0,41.0,14.0,0.0,33.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,,CSUN,True,2026-03-08
6437837,UC Irvine,0.0,1.0,6.0,24.0,0.0,11.0,3.0,1.0,11.0,7.0,18.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,37.0,20.0,1.0,2.0,29.0,0.0,2.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,UCLA,False,2026-03-10
6437837,UCLA,0.0,11.0,7.0,29.0,0.0,3.0,11.0,2.0,1.0,1.0,21.0,0.0,19.0,1.0,10.0,2.0,11.0,0.0,4.0,27.0,24.0,3.0,3.0,24.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,,UC Irvine,True,2026-03-10
6437838,UC Irvine,0.0,3.0,8.0,41.0,0.0,9.0,15.0,0.0,8.0,6.0,24.0,0.0,18.0,5.0,8.0,1.0,3.0,0.0,1.0,39.0,38.0,12.0,1.0,31.0,0.0,2.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,,Cal St. Fullerton,False,2026-03-13
6437838,Cal St. Fullerton,0.0,8.0,9.0,31.0,0.0,15.0,9.0,2.0,3.0,3.0,27.0,0.0,14.0,1.0,11.0,1.0,5.0,0.0,5.0,43.0,34.0,7.0,2.0,41.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,,UC Irvine,True,2026-03-13
6437839,UC Irvine,0.0,5.0,8.0,37.0,0.0,11.0,11.0,1.0,9.0,7.0,24.0,0.0,12.0,2.0,6.0,0.0,5.0,0.0,0.0,39.0,34.0,8.0,2.0,35.0,0.0,4.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,10.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,Cal St. Fullerton,False,2026-03-14
6437839,Cal St. Fullerton,0.0,9.0,9.0,35.0,0.0,11.0,11.0,4.0,5.0,5.0,27.0,0.0,18.0,0.0,7.0,1.0,7.0,0.0,2.0,39.0,38.0,11.0,1.0,37.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,,UC Irvine,True,2026-03-14
6437840,UC Irvine,0.0,6.0,8.0,33.0,0.0,11.0,7.0,2.0,8.0,8.0,24.0,0.0,12.0,5.0,4.0,1.0,5.0,0.0,6.0,38.0,34.0,10.0,1.0,31.0,0.0,2.0,2.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,,Cal St. Fullerton,False,2026-03-15
6437840,Cal St. Fullerton,0.0,8.0,9.0,31.0,0.0,7.0,11.0,2.0,6.0,5.0,27.0,1.0,18.0,6.0,10.0,1.0,8.0,0.0,5.0,42.0,39.0,11.0,1.0,33.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,16.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,UC Irvine,True,2026-03-15
6437841,Oregon St.,0.0,5.0,9.0,34.0,0.0,4.0,9.0,2.0,1.0,1.0,27.0,0.0,11.0,5.0,19.0,0.0,5.0,0.0,3.0,36.0,31.0,3.0,0.0,30.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,UC Irvine,False,2026-03-20
6437841,UC Irvine,0.0,1.0,9.0,30.0,0.0,9.0,4.0,1.0,5.0,5.0,27.0,0.0,5.0,3.0,13.0,0.0,1.0,0.0,5.0,39.0,34.0,7.0,1.0,34.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,Oregon St.,True,2026-03-20
6437842,Oregon St.,0.0,5.0,9.0,34.0,0.0,4.0,9.0,3.0,3.0,2.0,27.0,0.0,15.0,5.0,11.0,1.0,5.0,0.0,3.0,36.0,32.0,5.0,3.0,31.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,UC Irvine,False,2026-03-21
6437842,UC Irvine,0.0,3.0,9.0,31.0,0.0,9.0,4.0,0.0,5.0,5.0,27.0,0.0,7.0,3.0,10.0,1.0,3.0,0.0,5.0,42.0,35.0,8.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,,Oregon St.,True,2026-03-21
6437843,Oregon St.,0.0,9.0,9.0,35.0,0.0,3.0,12.0,2.0,5.0,4.0,27.0,0.0,20.0,7.0,15.0,2.0,9.0,0.0,4.0,41.0,35.0,7.0,1.0,29.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,6.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,,UC Irvine,False,2026-03-22
6437843,UC Irvine,0.0,5.0,9.0,29.0,0.0,12.0,3.0,0.0,9.0,9.0,27.0,0.0,6.0,4.0,6.0,1.0,4.0,0.0,7.0,43.0,33.0,5.0,4.0,35.0,1.0,2.0,0.0,0.0,0.0,15.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,14.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,,Oregon St.,True,2026-03-22
6437844,UC Irvine,0.0,4.0,8.0,38.0,0.0,9.0,12.0,2.0,8.0,6.0,24.0,0.0,20.0,2.0,7.0,2.0,4.0,0.0,4.0,37.0,34.0,9.0,3.0,33.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,139.0,0.0,11.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,San Diego St.,False,2026-03-24
6437844,San Diego St.,0.0,8.0,9.0,33.0,0.0,12.0,9.0,1.0,4.0,4.0,27.0,0.0,16.0,4.0,8.0,2.0,7.0,0.0,2.0,46.0,37.0,10.0,1.0,38.0,0.0,2.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,194.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,,UC Irvine,True,2026-03-24
6437845,UC Irvine,0.0,2.0,8.0,31.0,0.0,8.0,5.0,0.0,10.0,10.0,24.0,0.0,5.0,5.0,6.0,0.0,2.0,0.0,4.0,41.0,31.0,7.0,2.0,31.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,153.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,,Long Beach St.,False,2026-03-27
6437845,Long Beach St.,0.0,10.0,9.0,31.0,0.0,5.0,8.0,1.0,2.0,2.0,27.0,0.0,12.0,4.0,11.0,1.0,10.0,0.0,5.0,37.0,34.0,7.0,4.0,31.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,UC Irvine,True,2026-03-27
6437846,UC Irvine,0.0,12.0,11.0,46.0,0.0,10.0,13.0,2.0,9.0,9.0,33.0,1.0,17.0,5.0,11.0,0.0,12.0,0.0,12.0,52.0,46.0,12.0,2.0,41.0,0.0,1.0,0.0,1.0,1.0,20.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,183.0,2.0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,1.0,2.0,0.0,0.0,15.0,0.0,0.0,,Long Beach St.,False,2026-03-28
6437846,Long Beach St.,0.0,9.0,11.0,41.0,0.0,13.0,10.0,1.0,12.0,12.0,33.0,1.0,13.0,12.0,20.0,0.0,8.0,0.0,5.0,60.0,42.0,7.0,4.0,46.0,0.0,2.0,2.0,1.0,0.0,11.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,258.0,1.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,21.0,2.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,,UC Irvine,True,2026-03-28
6437847,UC Irvine,0.0,7.0,9.0,36.0,0.0,7.0,11.0,3.0,1.0,1.0,27.0,1.0,16.0,1.0,4.0,0.0,5.0,0.0,7.0,35.0,35.0,8.0,1.0,33.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,,Long Beach St.,False,2026-03-29
6437847,Long Beach St.,0.0,1.0,9.0,33.0,0.0,11.0,7.0,0.0,7.0,5.0,27.0,0.0,10.0,7.0,8.0,1.0,1.0,0.0,1.0,46.0,39.0,10.0,1.0,36.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,180.0,0.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,UC Irvine,True,2026-03-29
6437848,UCLA,0.0,9.0,9.0,38.0,0.0,6.0,11.0,1.0,1.0,1.0,27.0,0.0,12.0,1.0,11.0,0.0,8.0,0.0,8.0,31.0,37.0,10.0,3.0,30.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,,UC Irvine,False,2026-03-31
