game_id,error
6509626,"Page.goto: Target page, context or browser has been closed"
6509627,"Page.goto: Target page, context or browser has been closed"
6509628,"Page.goto: Target page, context or browser has been closed"
6509629,"Page.goto: Target page, context or browser has been closed"
6509631,"Page.goto: Target page, context or browser has been closed"
6509632,"Page.goto: Target page, context or browser has been closed"
6509633,"Page.goto: Target page, context or browser has been closed"
6509634,"Page.goto: Target page, context or browser has been closed"
6509637,"Page.goto: Target page, context or browser has been closed"
6509639,"Page.goto: Target page, context or browser has been closed"
6509643,"Page.goto: Target page, context or browser has been closed"
6509646,"Page.goto: Target page, context or browser has been closed"
6509650,"Page.goto: Target page, context or browser has been closed"
6509652,"Page.goto: Target page, context or browser has been closed"
6509654,"Page.goto: Target page, context or browser has been closed"
6509661,"Page.goto: Target page, context or browser has been closed"
6509664,"Page.goto: Target page, context or browser has been closed"
6509667,"Page.goto: Target page, context or browser has been closed"
6509669,"Page.goto: Target page, context or browser has been closed"
6509670,"Page.goto: Target page, context or browser has been closed"
6509671,"Page.goto: Target page, context or browser has been closed"
6509673,"Page.goto: Target page, context or browser has been closed"
6509782,"Page.goto: Target page, context or browser has been closed"
6509783,"Page.goto: Target page, context or browser has been closed"
6509784,"Page.goto: Target page, context or browser has been closed"
6509785,"Page.goto: Target page, context or browser has been closed"
6509786,"Page.goto: Target page, context or browser has been closed"
6509787,"Page.goto: Target page, context or browser has been closed"
6509788,"Page.goto: Target page, context or browser has been closed"
6509789,"Page.goto: Target page, context or browser has been closed"
6509790,"Page.goto: Target page, context or browser has been closed"
6509791,"Page.goto: Target page, context or browser has been closed"
6509792,"Page.goto: Target page, context or browser has been closed"
6509793,"Page.goto: Target page, context or browser has been closed"
6509795,"Page.goto: Target page, context or browser has been closed"
6509796,"Page.goto: Target page, context or browser has been closed"
6509799,"Page.goto: Target page, context or browser has been closed"
6509800,"Page.goto: Target page, context or browser has been closed"
6509801,"Page.goto: Target page, context or browser has been closed"
6509802,"Page.goto: Target page, context or browser has been closed"
6509804,"Page.goto: Target page, context or browser has been closed"
6509805,"Page.goto: Target page, context or browser has been closed"
6509807,"Page.goto: Target page, context or browser has been closed"
6509809,"Page.goto: Target page, context or browser has been closed"
6509810,"Page.goto: Target page, context or browser has been closed"
6509811,"Page.goto: Target page, context or browser has been closed"
6509812,"Page.goto: Target page, context or browser has been closed"
6509813,"Page.goto: Target page, context or browser has been closed"
6509815,"Page.goto: Target page, context or browser has been closed"
6509816,"Page.goto: Target page, context or browser has been closed"
6509817,"Page.goto: Target page, context or browser has been closed"
6509819,"Page.goto: Target page, context or browser has been closed"
6509820,"Page.goto: Target page, context or browser has been closed"
6509821,"Page.goto: Target page, context or browser has been closed"
6509822,"Page.goto: Target page, context or browser has been closed"
6509823,"Page.goto: Target page, context or browser has been closed"
6509824,"Page.goto: Target page, context or browser has been closed"
6509825,"Page.goto: Target page, context or browser has been closed"
6509826,"Page.goto: Target page, context or browser has been closed"
6509828,"Page.goto: Target page, context or browser has been closed"
6509829,"Page.goto: Target page, context or browser has been closed"
6509830,"Page.goto: Target page, context or browser has been closed"
6509831,"Page.goto: Target page, context or browser has been closed"
6509832,"Page.goto: Target page, context or browser has been closed"
6509833,"Page.goto: Target page, context or browser has been closed"
6509834,"Page.goto: Target page, context or browser has been closed"
6509835,"Page.goto: Target page, context or browser has been closed"
6509837,"Page.goto: Target page, context or browser has been closed"
6509838,"Page.goto: Target page, context or browser has been closed"
6509839,"Page.goto: Target page, context or browser has been closed"
6509840,"Page.goto: Target page, context or browser has been closed"
6509841,"Page.goto: Target page, context or browser has been closed"
6509842,"Page.goto: Target page, context or browser has been closed"
6509843,"Page.goto: Target page, context or browser has been closed"
6509844,"Page.goto: Target page, context or browser has been closed"
6509845,"Page.goto: Target page, context or browser has been closed"
6509846,"Page.goto: Target page, context or browser has been closed"
6509847,"Page.goto: Target page, context or browser has been closed"
6509848,"Page.goto: Target page, context or browser has been closed"
6509849,"Page.goto: Target page, context or browser has been closed"
6509850,"Page.goto: Target page, context or browser has been closed"
6509853,"Page.goto: Target page, context or browser has been closed"
6509854,"Page.goto: Target page, context or browser has been closed"
6509856,"Page.goto: Target page, context or browser has been closed"
6509858,"Page.goto: Target page, context or browser has been closed"
6509859,"Page.goto: Target page, context or browser has been closed"
6509860,"Page.goto: Target page, context or browser has been closed"
6509861,"Page.goto: Target page, context or browser has been closed"
6509862,"Page.goto: Target page, context or browser has been closed"
6509863,"Page.goto: Target page, context or browser has been closed"
6509864,"Page.goto: Target page, context or browser has been closed"
6509865,"Page.goto: Target page, context or browser has been closed"
6509867,"Page.goto: Target page, context or browser has been closed"
6509870,"Page.goto: Target page, context or browser has been closed"
6509873,"Page.goto: Target page, context or browser has been closed"
6509874,"Page.goto: Target page, context or browser has been closed"
6509875,"Page.goto: Target page, context or browser has been closed"
6509877,"Page.goto: Target page, context or browser has been closed"
6509977,"Page.goto: Target page, context or browser has been closed"
6517059,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://stats.ncaa.org/contests/6517059/individual_stats"", waiting until ""load""
"
